#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	M10	M11	M16	M17	M19	M1	M20	M21	M2	M3	M4	M5	M6	M7	M8	M9	RD274	RD275	RD278	RD521	RD522	RD573	RD630	RD640
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	0.0	0.0	0.0	0.00614	0.0	0.07492	0.0	0.0	0.0572	0.0	0.16094	0.46373	0.23784	0.01255	0.01578	0.08247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685|s__GGB29685_SGB42494	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41414	0.0	0.0	0.0	0.00474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium	0.0	0.0	0.0	0.00418	0.0	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.04689	0.0	0.0	0.03061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB102236	0.0	0.0	0.0	0.00413	0.0	0.00087	0.0	0.0	0.0	0.0	0.00045	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB25107|s__GGB25107_SGB41514	0.0	0.0	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28402|s__GGB28402_SGB40984	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197	0.0	0.0	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317	0.0	0.0	0.0	0.00313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30045|s__GGB30045_SGB42945	0.0	0.0	0.0	0.0031	0.0	0.03933	0.0	0.0	0.00207	0.01572	0.04275	0.15223	0.06582	0.01334	0.03366	0.11647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30301|s__GGB30301_SGB43265	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28949|s__GGB28949_SGB41656	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29530|s__GGB29530_SGB42316	0.0	0.0	0.0	0.00265	0.0	0.0004	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829|s__GGB28829_SGB41485	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.01747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43502	0.0	0.0	0.0	0.00259	0.0	0.00013	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	0.0	0.0	0.0	0.00257	0.0	0.00016	0.0	0.0	0.0	0.0	0.00016	0.00899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30455|s__GGB30455_SGB43519	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43526	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41418	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_0_1xD8_82	0.0	0.0	0.0	0.00241	0.0	0.00057	0.0	0.0	0.0	0.0	0.00222	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB50290|s__GGB50290_SGB70366	0.0	0.0	0.0	0.00239	0.0	0.00209	0.0	0.0	0.00294	0.0	0.00209	0.00093	0.0	0.00069	0.00113	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB47464|s__GGB47464_SGB65427	0.0	0.0	0.0	0.00205	0.0	0.00428	0.0	0.00953	0.00304	0.0	0.00187	0.0048	0.0	0.00042	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9365|s__GGB9365_SGB14341	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93	0.0	0.0	0.0	0.00174	0.0	0.00056	0.0	0.0	0.0	0.0	0.01061	0.00599	0.0	0.01773	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB30286|s__GGB30286_SGB43248	0.0	0.0	0.0	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1604	0.0	0.0	0.0	0.00162	0.0	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30147|s__GGB30147_SGB43074	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28759|s__GGB28759_SGB41406	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_c_19	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31183|s__GGB31183_SGB44477	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632|s__GGB28632_SGB41253	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB74518|s__GGB74518_SGB48231	0.0	0.0	0.0	0.00117	0.0	0.00258	0.0	0.0	0.00073	0.0	0.00297	0.00212	0.00072	0.00105	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB63211	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28961|s__GGB28961_SGB41670	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caecimuris	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB28387|s__GGB28387_SGB40967	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB77261|o__OFGB77261|f__FGB77261|g__GGB1577|s__GGB1577_SGB95317	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB102277	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB31064|s__GGB31064_SGB44328	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557	0.0	0.0	0.0	0.00077	0.0	0.00014	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB46081|s__GGB46081_SGB63842	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD8_76	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70868|s__GGB70868_SGB95321	0.0	0.0	0.0	0.00063	0.0	0.00084	0.0	0.0	0.00132	0.0	0.00057	0.0	0.0	0.00072	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27782|s__GGB27782_SGB40196	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63209	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_56	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB77359|o__OFGB77359|f__FGB77359|g__GGB28927|s__GGB28927_SGB41625	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28845|s__GGB28845_SGB41512	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28379|s__GGB28379_SGB40959	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494	0.0	0.0	0.0	0.00036	0.0	0.00089	0.0	0.0	0.0	0.0	0.00915	0.0087	0.0	0.04648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41588	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB46159|s__GGB46159_SGB63927	0.0	0.0	0.0	0.00034	0.0	0.00086	0.0	0.0	0.00032	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77399|o__OFGB77399|f__FGB77399|g__GGB28395|s__GGB28395_SGB40976	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31839|s__GGB31839_SGB45217	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28912|s__GGB28912_SGB41606	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Leptogranulimonas|s__Leptogranulimonas_caecicola	0.0	0.0	0.0	0.00028	0.0	0.0034	0.0	0.0	0.0	0.0	0.0035	0.00662	0.0746	0.01014	0.0399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70851|s__GGB70851_SGB95304	0.0	0.0	0.0	0.00026	0.0	0.00065	0.0	0.0	0.00367	0.0	0.00199	0.00041	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30464|s__GGB30464_SGB43538	0.0	0.0	0.0	0.00025	0.0	9e-05	0.0	0.0	0.0	0.0	0.00359	0.00134	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598|s__GGB42598_SGB59794	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31841|s__GGB31841_SGB45219	0.0	0.0	0.0	0.00017	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB42342|s__GGB42342_SGB59510	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28911|s__GGB28911_SGB41605	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.00124	0.0	0.01431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB82354|s__GGB82354_SGB113302	0.0	0.0	0.0	0.00016	0.0	0.00034	0.0	0.0	0.00015	0.0	0.00021	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD21_13	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27904|s__GGB27904_SGB40340	0.0	0.0	0.0	0.00012	0.0	9e-05	0.0	0.0	0.00067	0.0	0.00088	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB75879|s__GGB75879_SGB103683	0.0	0.0	0.0	8e-05	0.0	0.00017	0.0	0.0	0.0	0.0	5e-05	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB40205	0.0	0.0	0.0	0.16271	0.0	0.0	0.1564	0.15908	0.0	0.0	0.0	0.0	0.0	0.01464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29006|s__GGB29006_SGB41725|t__SGB41725	0.0	0.0	0.0	0.14743	0.0	0.0	0.07531	0.0	0.0	0.0	0.00109	0.01729	0.0	0.01613	0.00279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB28265|s__GGB28265_SGB40817|t__SGB40817	0.0	0.0	0.0	0.11738	0.0	0.01002	0.23354	0.0	0.12911	0.01351	0.01904	0.00429	0.01297	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29364	0.0	8.79054
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB30667|s__GGB30667_SGB43809|t__SGB43809	0.0	0.0	0.0	0.0989	0.0	0.02158	0.13436	0.16005	0.02862	0.0152	0.00839	0.0	0.01317	0.03984	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified|s__Rikenellaceae_bacterium|t__SGB35894	0.0	0.0	0.0	0.09842	0.0	0.03098	0.21731	0.01726	0.12974	0.10649	0.06892	0.0542	0.01713	0.23174	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31759|s__GGB31759_SGB65042|t__SGB65042	0.0	0.0	0.0	0.08993	0.0	0.0	0.04374	0.0	0.0	0.0	0.0	0.0	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified|s__Bacteroidaceae_bacterium|t__SGB21582	0.0	0.0	0.0	0.07201	0.0	0.01128	0.07648	0.0	0.04738	0.0	0.00891	0.01625	0.01029	0.12356	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31836|s__GGB31836_SGB45212|t__SGB45212	0.0	0.0	0.0	0.07118	0.0	0.0	0.02524	0.0	0.0	0.0	0.0	0.0	0.0	0.05534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB50354|o__OFGB50354|f__FGB50354|g__GGB23844|s__GGB23844_SGB35575|t__SGB35575	0.0	0.0	0.0	0.06186	0.0	0.01193	0.02893	0.0	0.0	0.0	0.00586	0.00525	0.0	0.0777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
