#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	M10	M11	M16	M17	M19	M1	M20	M21	M2	M3	M4	M5	M6	M7	M8	M9	RD274	RD275	RD278	RD521	RD522	RD573	RD630	RD640
k__Bacteria	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
k__Bacteria|p__Bacteroidota	98.44581	91.89158	3.46171	93.7532	9.9233	95.75652	86.59394	97.2727	96.83343	95.62466	94.67948	89.58192	96.18091	93.89232	98.96091	98.0281	9.60647	100.0	10.79653	98.43821	70.61828	68.04621	7.30922	61.90234
k__Bacteria|p__Firmicutes	1.22203	7.02177	96.50845	1.2371	3.29298	0.51476	0.58467	1.1232	0.70021	0.45064	1.11689	6.48217	2.39986	4.45457	0.36766	1.05368	90.39353	0.0	87.81921	0.0	11.35451	31.74393	0.0	31.12139
k__Bacteria|p__Proteobacteria	0.24821	0.46282	0.0	1.91404	85.34319	1.00323	2.75242	0.84919	1.28536	1.08165	1.76328	0.63665	0.58052	0.47603	0.38309	0.13845	0.0	0.0	0.0	0.27541	9.85517	0.0	92.69078	0.0
k__Bacteria|p__Deferribacteres	0.02653	0.0	0.0	0.02227	0.0	0.0	0.2059	0.0	0.0	0.0	0.00118	0.00062	0.0	0.20418	0.0015	0.0	0.0	0.0	1.38426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia	0.02176	0.0	0.0	2.66922	0.0	2.15547	8.99918	0.63012	0.96939	2.72807	2.07889	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria	0.02065	0.62383	0.02983	0.15445	1.44053	0.27298	0.27206	0.08705	0.12098	0.04731	0.26301	1.02807	0.43775	0.0981	0.205	0.65495	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Candidatus_Saccharibacteria	0.00895	0.0	0.0	0.16641	0.0	0.27389	0.57358	0.03774	0.08923	0.04399	0.05765	0.18626	0.31479	0.10095	0.04375	0.11481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified	0.00606	0.0	0.0	0.05539	0.0	0.01836	0.0	0.0	0.0	0.0088	0.02937	0.03544	0.02272	0.10879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia	98.14205	91.54411	3.46171	91.45853	9.9233	93.89673	84.24453	93.52882	95.09297	94.05447	93.73	88.71312	94.54816	93.13897	98.32789	97.03806	9.60647	100.0	10.79653	98.43821	70.61828	67.44192	7.30922	60.24216
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.20866	0.46282	0.0	1.66266	0.0	0.92418	2.17829	0.68914	1.18849	1.0565	1.74155	0.58557	0.56735	0.31974	0.37002	0.13693	0.0	0.0	0.0	0.27541	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB37573	0.18023	0.20315	0.0	1.12426	0.0	0.38081	1.11378	1.22286	0.73617	0.2032	0.11617	0.29024	0.36362	0.1038	0.18228	0.36112	0.0	0.0	0.0	0.0	0.0	0.49626	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli	0.14891	6.62997	96.50845	0.14239	3.29298	0.09932	0.29953	0.84077	0.57288	0.1112	0.27635	3.21003	1.71808	0.08743	0.06174	0.44439	90.39353	0.0	87.81921	0.0	11.35451	30.62399	0.0	31.12139
k__Bacteria|p__Firmicutes|c__CFGB9633	0.14048	0.0	0.0	0.02712	0.0	0.01355	0.0	0.0	0.0	0.01405	0.01637	0.00558	0.0	0.10431	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78137	0.09765	0.0	0.0	0.01993	0.0	0.00774	0.0	0.0	0.00041	0.0	0.02052	0.02157	0.0	0.07787	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9657	0.07101	0.0	0.0	0.003	0.0	0.00162	0.0	0.0	0.00343	0.01498	0.01328	0.02861	0.0	0.17052	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB9395	0.06641	0.04311	0.0	0.98299	0.0	1.10424	1.0211	2.27591	0.76674	1.13737	0.66708	0.48605	0.92051	0.41651	0.32814	0.50087	0.0	0.0	0.0	0.0	0.0	0.10804	0.0	1.66018
k__Bacteria|p__Bacteroidota|c__CFGB9388	0.05713	0.10121	0.0	0.12466	0.0	0.36281	0.18561	0.24511	0.23755	0.22963	0.16027	0.08726	0.34863	0.15534	0.1226	0.12805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.03426	0.0	0.0	0.10672	0.0	0.04028	0.43593	0.0	0.05576	0.0	0.00416	0.05109	0.0	0.1002	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deferribacteres|c__Deferribacteres	0.02653	0.0	0.0	0.02227	0.0	0.0	0.2059	0.0	0.0	0.0	0.00118	0.00062	0.0	0.20418	0.0015	0.0	0.0	0.0	1.38426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508	0.02638	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79224	0.02499	0.0	0.0	0.00256	0.0	0.00011	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.02176	0.0	0.0	2.66922	0.0	2.15547	8.99918	0.63012	0.96939	2.72807	2.07889	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.02065	0.39633	0.0	0.12611	0.0	0.24924	0.06168	0.00471	0.11053	0.04495	0.25533	1.00332	0.40883	0.07008	0.19287	0.64773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838	0.01487	0.0	0.0	0.01779	0.0	0.00801	0.0	0.0	0.0	0.0	0.00666	0.00849	0.0	0.27013	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318	0.00895	0.0	0.0	0.16641	0.0	0.27389	0.57358	0.03774	0.08923	0.04399	0.05765	0.18626	0.31479	0.10095	0.04375	0.11481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	0.00606	0.0	0.0	0.05488	0.0	0.01836	0.0	0.0	0.0	0.0088	0.02937	0.03544	0.02272	0.10852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3154	0.0053	0.0	0.0	0.04576	0.0	0.0172	0.00385	0.0	0.01249	0.00996	0.00918	0.0	0.0	0.01626	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	98.14205	91.54411	3.46171	91.45853	9.9233	93.89673	84.24453	93.52882	95.09297	94.05447	93.73	88.71312	94.54816	93.13897	98.32789	97.03806	9.60647	100.0	10.79653	98.43821	70.61828	67.44192	7.30922	60.24216
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.20866	0.46282	0.0	1.66266	0.0	0.92418	2.17829	0.68914	1.18849	1.0565	1.74155	0.58557	0.56735	0.31974	0.37002	0.13693	0.0	0.0	0.0	0.27541	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573	0.18023	0.20315	0.0	1.12426	0.0	0.38081	1.11378	1.22286	0.73617	0.2032	0.11617	0.29024	0.36362	0.1038	0.18228	0.36112	0.0	0.0	0.0	0.0	0.0	0.49626	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.14891	6.27542	96.50845	0.14239	3.29298	0.09932	0.29953	0.84077	0.57288	0.1112	0.27635	3.21003	1.71808	0.08743	0.06174	0.44439	90.39353	0.0	87.81921	0.0	11.35451	30.62399	0.0	31.12139
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	0.14048	0.0	0.0	0.02712	0.0	0.01355	0.0	0.0	0.0	0.01405	0.01637	0.00558	0.0	0.10431	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78137|o__OFGB78137	0.09765	0.0	0.0	0.01993	0.0	0.00774	0.0	0.0	0.00041	0.0	0.02052	0.02157	0.0	0.07787	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657	0.07101	0.0	0.0	0.003	0.0	0.00162	0.0	0.0	0.00343	0.01498	0.01328	0.02861	0.0	0.17052	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB9395|o__OFGB9395	0.06641	0.04311	0.0	0.98299	0.0	1.10424	1.0211	2.27591	0.76674	1.13737	0.66708	0.48605	0.92051	0.41651	0.32814	0.50087	0.0	0.0	0.0	0.0	0.0	0.10804	0.0	1.66018
k__Bacteria|p__Bacteroidota|c__CFGB9388|o__OFGB9388	0.05713	0.10121	0.0	0.12466	0.0	0.36281	0.18561	0.24511	0.23755	0.22963	0.16027	0.08726	0.34863	0.15534	0.1226	0.12805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.03426	0.0	0.0	0.10672	0.0	0.04028	0.43593	0.0	0.05576	0.0	0.00416	0.05109	0.0	0.1002	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	0.02653	0.0	0.0	0.02227	0.0	0.0	0.2059	0.0	0.0	0.0	0.00118	0.00062	0.0	0.20418	0.0015	0.0	0.0	0.0	1.38426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	0.02638	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79224|o__OFGB79224	0.02499	0.0	0.0	0.00256	0.0	0.00011	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.02176	0.0	0.0	2.66922	0.0	2.15547	8.99918	0.63012	0.96939	2.72807	2.07889	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.02065	0.34186	0.0	0.11234	0.0	0.1857	0.05409	0.00471	0.08464	0.02826	0.18765	0.75707	0.24909	0.03974	0.12614	0.58389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838	0.01487	0.0	0.0	0.01779	0.0	0.00801	0.0	0.0	0.0	0.0	0.00666	0.00849	0.0	0.27013	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318	0.00895	0.0	0.0	0.16641	0.0	0.27389	0.57358	0.03774	0.08923	0.04399	0.05765	0.18626	0.31479	0.10095	0.04375	0.11481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.00606	0.0	0.0	0.05488	0.0	0.01836	0.0	0.0	0.0	0.0088	0.02937	0.03544	0.02272	0.10852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3154|o__OFGB3154	0.0053	0.0	0.0	0.04576	0.0	0.0172	0.00385	0.0	0.01249	0.00996	0.00918	0.0	0.0	0.01626	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.00095	0.0	0.0	0.00348	0.0	0.00016	0.0	0.0	0.0	0.0	0.00016	0.03225	0.0	0.00112	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	84.6678	83.3583	1.16303	57.25407	8.3977	84.00113	63.62586	67.9893	80.05454	88.13124	88.88699	77.53925	64.48258	80.55318	78.23551	67.12858	4.94165	81.9171	8.2707	73.64284	69.83426	63.28735	5.75144	37.61968
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	13.31246	8.15118	2.29868	32.89257	1.5256	9.59662	18.71053	24.98829	14.33747	5.45375	4.54408	10.93145	29.29312	11.26791	19.99113	29.81987	4.66482	18.0829	2.52583	24.79537	0.78403	3.86092	1.55778	3.59955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	0.45695	0.13034	0.0	0.41639	0.0	0.10871	0.14085	0.28243	0.00195	0.05777	0.14689	0.3309	0.00862	2.63382	0.14364	0.31934	0.0	0.0	0.0	0.0	0.0	1.00614	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.20866	0.46282	0.0	1.66266	0.0	0.92418	2.17829	0.68914	1.18849	1.0565	1.74155	0.58557	0.56735	0.31974	0.37002	0.13693	0.0	0.0	0.0	0.27541	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573|f__FGB37573	0.18023	0.20315	0.0	1.12426	0.0	0.38081	1.11378	1.22286	0.73617	0.2032	0.11617	0.29024	0.36362	0.1038	0.18228	0.36112	0.0	0.0	0.0	0.0	0.0	0.49626	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.14891	6.26156	96.39244	0.14239	0.0	0.09932	0.29953	0.84077	0.57288	0.1112	0.27635	3.20877	1.71808	0.08743	0.05435	0.44439	90.39353	0.0	87.81921	0.0	11.35451	30.62399	0.0	31.12139
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	0.14048	0.0	0.0	0.02712	0.0	0.01355	0.0	0.0	0.0	0.01405	0.01637	0.00558	0.0	0.10431	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.13128	0.03462	0.0	0.68812	0.0	0.15952	1.05245	0.50586	0.23879	0.27767	0.13859	0.11436	0.70031	0.4554	0.06873	0.05684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78137|o__OFGB78137|f__FGB78137	0.09765	0.0	0.0	0.01993	0.0	0.00774	0.0	0.0	0.00041	0.0	0.02052	0.02157	0.0	0.07787	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	0.09184	0.20273	0.0	0.0193	0.0	0.01251	0.0	0.0	0.04039	0.07144	0.069	0.77772	0.20482	0.11434	0.07202	0.15147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657	0.07101	0.0	0.0	0.003	0.0	0.00162	0.0	0.0	0.00343	0.01498	0.01328	0.02861	0.0	0.17052	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB9395|o__OFGB9395|f__FGB9395	0.06641	0.04311	0.0	0.98299	0.0	1.10424	1.0211	2.27591	0.76674	1.13737	0.66708	0.48605	0.92051	0.41651	0.32814	0.50087	0.0	0.0	0.0	0.0	0.0	0.10804	0.0	1.66018
k__Bacteria|p__Bacteroidota|c__CFGB9388|o__OFGB9388|f__FGB9388	0.05713	0.10121	0.0	0.12466	0.0	0.36281	0.18561	0.24511	0.23755	0.22963	0.16027	0.08726	0.34863	0.15534	0.1226	0.12805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.03426	0.0	0.0	0.10672	0.0	0.04028	0.43593	0.0	0.05576	0.0	0.00416	0.05109	0.0	0.1002	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.02779	0.0	0.0	0.37205	0.0	0.10864	0.51238	0.04537	0.24034	0.17829	0.12426	0.0943	0.04268	0.63386	0.0259	0.03278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Mucispirillaceae	0.02653	0.0	0.0	0.02227	0.0	0.0	0.2059	0.0	0.0	0.0	0.00118	0.00062	0.0	0.20418	0.0015	0.0	0.0	0.0	1.38426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508	0.02638	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79224|o__OFGB79224|f__FGB79224	0.02499	0.0	0.0	0.00256	0.0	0.00011	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	0.02176	0.0	0.0	2.66922	0.0	2.15547	8.99918	0.63012	0.96939	2.72807	2.07889	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.02065	0.34186	0.0	0.11234	0.0	0.1857	0.05409	0.00471	0.08464	0.02826	0.18765	0.75707	0.24909	0.03974	0.12614	0.58389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.01875	0.03827	0.0	0.06529	0.0	0.0113	0.0	0.0	0.0	0.0	0.01219	0.047	0.0	0.12164	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838	0.01487	0.0	0.0	0.01779	0.0	0.00801	0.0	0.0	0.0	0.0	0.00666	0.00849	0.0	0.27013	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	0.00895	0.0	0.0	0.16641	0.0	0.27389	0.57358	0.03774	0.08923	0.04399	0.05765	0.18626	0.31479	0.10095	0.04375	0.11481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.00606	0.0	0.0	0.05488	0.0	0.01836	0.0	0.0	0.0	0.0088	0.02937	0.03544	0.02272	0.10852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3154|o__OFGB3154|f__FGB3154	0.0053	0.0	0.0	0.04576	0.0	0.0172	0.00385	0.0	0.01249	0.00996	0.00918	0.0	0.0	0.01626	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.00272	0.0	0.0	0.19643	0.0	0.02255	0.31002	0.0	0.19272	0.01351	0.03044	0.02272	0.02947	0.17158	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.29364	0.0	18.52537
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.00095	0.0	0.0	0.00348	0.0	0.00016	0.0	0.0	0.0	0.0	0.00016	0.03225	0.0	0.00112	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum	38.5485	9.90663	0.16815	7.7465	6.07937	24.45212	8.96487	16.27994	9.64162	22.33207	33.29248	34.01238	16.08524	14.38013	28.31499	14.80005	0.44903	46.54758	0.98713	23.38641	34.09504	7.86023	4.25753	25.57174
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14016	17.02156	30.94306	0.99489	23.63094	2.31833	12.44962	26.42049	6.6478	9.51252	18.87332	15.01685	9.93552	13.40403	29.04617	16.44834	12.6204	4.40868	22.12212	3.11634	24.1492	7.63702	2.30673	1.10835	0.64864
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified	13.31246	8.15118	2.29868	32.89257	1.5256	9.59662	18.71053	24.98829	14.33747	5.45375	4.54408	10.93145	29.29312	11.26791	19.99113	29.81987	4.66482	18.0829	2.52583	24.79537	0.78403	3.86092	1.55778	3.59955
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	9.42386	11.82567	0.0	7.73958	0.0	9.25789	5.62423	18.03827	18.4061	8.33653	9.77141	7.62016	9.57388	6.77205	9.46317	16.05166	0.0	3.57096	2.71939	8.82262	16.19714	49.17996	0.28357	8.29526
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB24132	4.4191	4.159	0.0	4.17315	0.0	12.17405	5.51401	4.3944	4.13351	17.51959	12.65512	5.54651	3.68983	7.58394	6.12663	4.72493	0.0	9.04338	0.07201	8.19206	0.0	1.02473	0.0	2.74764
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	4.028	7.84599	0.0	2.2233	0.0	7.49512	3.41251	6.09215	6.34519	3.4368	6.14356	6.04776	6.39164	2.47013	3.80204	4.60253	0.08393	0.0	0.48014	4.42904	3.412	0.07001	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1576	3.32177	9.64623	0.0	0.6956	0.0	3.71891	1.35296	2.51372	14.01509	3.15719	2.61238	7.60511	6.04752	9.20637	4.31006	4.57757	0.0	0.63307	0.71325	1.65686	8.49306	0.09056	0.10199	0.3564
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified	3.14264	5.52198	0.0	6.77493	0.0	7.48181	7.49825	9.46479	10.45659	6.37016	4.1306	2.31094	5.15049	5.35506	4.49794	4.70818	0.0	0.0	0.18244	1.67906	0.0	2.6377	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27873	1.77109	0.4123	0.0	1.88956	0.0	0.88692	2.28473	0.26612	0.36539	1.36046	0.56406	0.72582	0.3364	0.86623	1.16101	0.90028	0.0	0.0	0.0	0.61486	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14001	1.61427	2.38511	0.0	0.18306	0.0	2.09111	0.25449	0.86008	4.38738	1.60673	1.25538	0.74058	1.25808	1.28521	1.57821	1.7712	0.0	0.0	0.0	0.0	0.0	0.11743	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27885	0.63541	0.33616	0.0	0.34972	0.0	1.59579	0.34955	1.87771	1.30755	1.58313	1.3507	1.59565	0.76114	1.14204	1.19728	1.02705	0.0	0.0	0.0	0.71272	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3793	0.31856	0.09974	0.0	0.05336	0.0	0.01064	0.0218	0.0	0.0	0.0	0.01634	0.01615	0.0	0.37664	0.0389	0.0	0.0	0.0	0.0	0.0	0.0	0.07883	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27890	0.29831	0.21506	0.0	0.82143	0.0	1.45796	0.72841	0.44679	0.50168	2.76066	1.29894	0.52014	0.82106	1.59258	0.70487	0.56692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27893	0.1905	0.02607	0.0	0.85567	0.0	0.32923	1.03698	0.33118	0.77079	0.17573	0.08534	0.17764	0.36884	0.14015	0.13992	0.35983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573|f__FGB37573|g__GGB27861	0.18023	0.20315	0.0	1.12426	0.0	0.38081	1.11378	1.22286	0.73617	0.2032	0.11617	0.29024	0.36362	0.1038	0.18228	0.36112	0.0	0.0	0.0	0.0	0.0	0.49626	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14013	0.14255	0.06218	0.0	0.02181	0.0	0.17277	0.0	0.74851	0.1104	0.1166	0.19223	0.36204	0.29108	0.29782	0.16976	0.17996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28884	0.14048	0.0	0.0	0.02712	0.0	0.01355	0.0	0.0	0.0	0.01405	0.01637	0.00558	0.0	0.10431	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
