UniqueCount	AmbigCount
0	0
5	0
0	78
0	78
0	44
0	43
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	0
0	7
1199	46
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
91	8
0	2
0	8
27	4
14	0
328	444
13	443
1051	318
106	0
140	583
0	583
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2612	84
9	173
124	173
0	0
0	0
0	64
21	64
12	45
7	46
0	6
1	6
44	5
0	5
3047	2690
11	2688
2782	11248
925	11235
441	9
566	6
12	0
9	578
177	582
0	3
73	5
20	3
0	0
1	1
3	3
0	3
0	0
0	0
31	100
0	100
1	0
1	2
0	2
11	20
0	18
9	2
0	4
6	38
0	38
16	5
41	30
0	0
0	0
7	0
95	29
19	1
59	0
17	0
0	0
0	1
0	1
0	0
0	0
2	6
0	6
51	8
0	0
0	0
1	3
4	4
0	3
0	0
42	2
0	0
6	51
0	50
0	0
0	0
0	0
0	0
1	0
3	0
1	4
0	4
4	0
1	1
0	1
0	0
15	2
0	3
0	3
0	2
0	1
6	7
0	1
0	1
0	0
0	0
7	17
0	12
30	14
0	1
0	1
0	1
15	6
0	1
1	0
0	0
2	2
0	2
0	0
12	0
71	2
9	3
0	9
28	7
7	10
25	5
8	6
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	1
0	0
0	0
0	0
3	5
0	5
0	1
0	1
0	0
2	1
8	0
0	0
5	0
8	1
0	0
1	1
0	1
0	0
5	1
0	2
0	2
45	5
3	2
8	8
0	5
33	6
0	10
0	10
0	0
19	69
0	64
9	4
19	0
0	0
26	0
0	0
0	0
0	0
6	0
42	6
0	0
9	1
0	0
0	0
8	24
0	24
0	1
6	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
11	5
18	9
14	5
0	7
16	2
30	6
21	2
0	1
0	1
0	0
0	0
1	0
6	0
2	0
1	7
0	7
0	0
0	0
0	0
0	0
4	0
0	0
0	0
10	22
0	22
0	0
0	0
54	0
0	0
0	0
29	2
35	1
0	0
0	0
0	0
0	0
1	0
0	0
4	0
8	3
34	10
4	7
0	7
23	2
5	7
1	0
0	0
74	137
0	135
0	0
3	12
0	2
0	12
31	10
0	0
8	16
0	8
45	67
0	66
0	4
0	4
18	4
0	2
0	0
0	0
26	13
0	0
0	0
0	5
0	0
0	0
0	4
0	4
8	2
1	8
0	8
0	0
0	0
48	27
0	27
0	0
0	0
0	0
0	0
1	1
42	21
4	17
0	16
23	6
0	0
0	0
1	0
56	7
0	0
0	0
21	1
0	0
2	21
0	21
11	13
0	0
0	0
0	0
0	0
0	52
0	0
0	0
0	0
37	1
0	0
0	0
0	2
0	2
1	33
0	32
10	22
0	21
0	0
41	53
0	0
0	0
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
68	2
22	5
0	7
0	7
0	0
0	0
170	14
77	8
3	13
0	13
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
283491	225
137087	1092
569130	235280
2195	342530
105360	16236
2098	236486
48	135143
720	26347
3860	35064
127822	192335
283331	1078
29290	546
215131	162
0	158
0	5
53	163
0	1
0	5
34	22
0	93
0	0
0	6
0	0
0	0
0	0
11	341
0	39
0	0
0	0
0	1
0	93
0	1
0	0
0	31
0	1
0	3
0	0
0	224
0	5
1	20
0	0
0	127
0	0
0	18
5	140
0	18
77	189
0	0
0	69
152	4357
0	0
0	24
0	5
0	0
0	0
0	1
0	5
0	2
0	0
127	759
665	712
0	12
0	1
0	1
0	0
0	0
0	0
0	14
0	10
0	14
0	10
0	0
0	0
0	14
0	0
0	12
0	14
0	12
0	0
0	11
0	9
0	0
0	0
0	1
0	10
0	1
0	3
0	9
0	3
0	8
0	3
0	0
0	3
0	2
0	0
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	6
0	1
0	1
0	1
0	5
0	0
0	0
1	9
0	1
0	12
0	1
0	0
0	0
0	3
0	1
0	0
8	13
0	2
0	4
0	3
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	5
0	2
0	1
0	1
0	1
0	7
0	2
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	4
0	1
0	0
0	15
0	1
0	1
0	0
0	1
0	2
0	2
0	2
0	0
0	0
0	1
0	11
0	1
0	11
0	0
0	1
0	4
0	1
0	2
0	1
0	1
0	1
0	10
0	1
0	21
0	21
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	2
0	2
0	2
0	2
0	2
0	1
0	0
21	8
0	9
0	1
0	1
0	0
0	6
0	15
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	3529
0	0
0	1
5	3535
0	0
0	3
0	3
0	1
0	0
0	4
0	5
17	3
0	1
0	0
0	3
0	1
1	18
0	0
6	5
0	1
0	2
0	1
0	0
0	0
0	1
0	1
0	1
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	2
0	3
0	3
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	2
16	13
0	3
0	1
0	1
0	11
0	2
0	0
0	0
0	0
11	11
0	564
154	1062
18	560
0	736
45	862
7	500
2	185
0	412
102	32
163	837
183	43
186	838
27	272
13	283
13	115
40	733
4	725
0	894
0	837
1	798
214	131
2	543
3	470
2	1
27	116
1	45
10	34
47	3153
5	2372
4	2086
10	7
2	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	18
0	0
0	18
559	461
17	463
28	365
1	1
0	0
0	0
0	0
0	0
927	963
54	968
0	59
246	142
0	117
0	0
8	24
0	0
0	0
0	0
130	404
0	353
0	22
0	13
8	1
5	5
68	60
31	46
42	539
2	488
10	509
36	86
0	1110
1	1108
0	845
232	642
82	1110
7	181
0	221
0	214
0	173
0	0
1	41
0	13
0	21
0	7
0	4
0	1
0	1
0	0
0	0
8	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	1
1	0
764	1386
80	1555
7	118
0	0
0	198
42	189
0	3
0	11
1	27
2	116
0	51
0	56
0	185
0	2
0	1
0	2
0	0
0	0
0	0
0	0
2	6
275	2882
0	555
5	2604
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
3	113
0	113
114	0
0	0
34	5
0	0
0	0
0	30
0	30
0	30
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1128
0	82
56	424
3	248
52	22
3917	2134
81	611
290	2064
1	0
0	0
0	0
15	589
0	0
113	184
2	90
0	113
429	3776
0	2446
24	1682
1	0
43	95
0	0
0	0
0	0
0	0
0	75
0	75
0	0
0	46
0	0
2	2
0	75
0	0
0	0
0	0
0	0
39	119
0	188
9	170
0	188
0	102
0	99
0	76
27	60
22	30
0	0
0	0
0	0
0	0
2282	852
0	0
0	353
0	197
130	352
1190	1219
4	1095
0	383
104	699
0	169
0	0
4	0
0	0
0	0
0	0
56	589
0	589
4	68
49	2
82	13
1	13
0	0
0	1
1	1
0	1
0	0
18	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	222
0	146
0	171
8	14
12	213
0	9
0	52
2	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
81	1071
0	241
0	76
11	110
0	59
0	670
40	3
0	3
52	170
11	170
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
84	16
2	16
29	0
7	0
0	413
1	1122
125	1227
611	1180
0	1160
0	1160
0	0
15	0
0	0
1	0
0	0
0	0
0	0
0	127
0	196
0	99
0	196
0	3
0	73
0	70
0	44
45	5
0	5
0	0
0	1
4	3
0	3
0	0
0	3
0	5
0	2
0	0
0	0
0	0
0	0
0	5
17	0
632	38
0	84
0	87
0	87
0	87
0	55
0	50
0	15
0	6
2	0
0	0
0	0
17	31
0	50
6	50
1	77
0	27
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
601	89
0	148
114	7
10	1
575	570
56	125
0	0
0	18
0	28
0	34
184	77
0	0
64	271
230	828
0	813
1	2
0	37
13	59
0	12
2	26
6	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
963	1010
92	3
217	270
0	1008
0	23
232	283
0	61
469	172
198	152
0	4
0	13
1	133
159	875
3	873
0	847
3	11
25	1
9	14
341	754
165	732
0	18
0	18
0	0
0	0
0	0
0	730
96	731
0	32
1	28
0	1
0	31
0	0
1	20
74	1
0	1
2	214
2	44
34	158
0	3
29	203
321	143
0	10
3262	1897
125	1897
4	909
0	0
0	0
0	0
0	0
0	131
37	131
272	59
1	4
0	0
0	0
256	0
21	1361
0	1382
85	12
15	22
3	29
108	7
1	7
22	0
1	0
204	0
34	0
8380	1012
5	245
0	450
9	148
22	18
0	118
7	41
0	19
9	23
15	1635
7	1619
30	1541
13	130
1	5
18	6
39	31
154	328
1101	1091
21	828
6	22
11	499
0	127
443	178
0	141
0	141
0	141
0	141
0	0
0	0
0	442
0	442
0	499
0	347
168	378
0	499
0	0
0	0
0	0
0	0
0	0
0	0
3	264
18	276
3	137
4	105
0	10
0	11
537	127
0	7
0	20
0	79
0	46
3	0
0	0
0	0
0	0
3	0
7	0
0	0
0	0
29	31
0	0
0	0
0	0
0	0
0	0
0	0
24	30
0	0
0	0
2	2
11	141
0	129
42	78
33	0
0	0
0	0
0	0
0	0
0	0
19	161
31	151
13	17
118	4321
36	136
14	146
108	68
0	247
0	63
0	49
9	4318
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
113	39
0	14
8	25
0	25
0	2192
2	2206
0	2482
1	186
0	43
0	3
137	288
0	248
0	409
107	159
1	197
0	301
18	889
182	873
19	35
0	35
0	35
0	35
0	35
0	35
0	0
0	0
2	0
0	0
0	0
1	1
0	1
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	69
0	69
6	2
93	7218
5	7131
1	302
4	371
18	2908
0	1848
0	360
0	306
11	260
0	255
0	18
93	29
69	15
0	1
0	0
0	7
0	7
0	6
0	0
143	94
0	93
99	192
0	6
0	186
0	17
0	2
0	0
0	0
0	0
0	0
1	52
15	43
0	9
118	26
0	0
0	0
0	0
0	0
0	565
2	3
0	119
0	173
0	8
6	8
0	565
0	1128
0	1217
0	1217
0	895
2	879
0	519
0	64
46	0
0	63
6	1217
0	121
0	122
3	110
0	0
0	0
0	0
0	121
8	5
0	5
0	2
0	0
0	111
0	278
30	223
0	287
0	216
92	10
63	236
2	32
0	250
6	51
28	83
58	115
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	8
0	8
0	8
7	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	10
236	127
0	2
2	3
0	2
0	2
25	444
0	286
0	0
30	81
0	15
23	79
0	24
0	8
7	0
45	1
0	10
0	10
0	10
251	0
219	0
2	2237
399	2355
86	15
37	937
21	10
228	1
9	30
0	0
0	0
0	0
0	0
18	62
0	62
2	7
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1742	134
22	134
93	498
44	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	186
1	201
2	194
0	102
171	4
3	10
10	514
0	494
3	101
0	167
9	122
9	267
0	103
578	248
0	208
30	72
0	28
83	518
0	0
0	351
0	0
0	7
0	7
0	7
0	0
0	0
0	0
0	7
0	0
0	0
263	788
21	6
410	775
25	11
0	20
0	4
0	4
0	4
0	4
0	0
0	4
7	24
0	10
91	2
271	36
3	1
0	12
0	26
0	0
0	0
0	0
0	0
0	0
3	6
0	0
0	9
0	9
0	9
0	0
0	9
0	9
0	9
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1375
0	2356
0	1792
345	271
1	64
6	65
24	97
2	1332
0	0
0	0
0	0
0	0
7	42
0	264
0	0
1	22
0	17
0	248
481	124
0	77
2	306
0	2412
0	2287
3	2412
0	0
10	800
0	1904
1	806
0	1236
9	2119
0	0
0	0
37	110
0	110
0	110
0	0
0	0
64	0
0	6
0	6
65	5
0	0
4	13
0	1
0	10
0	3
0	3
0	4
0	0
74	224
6	222
0	4
0	46
1	0
5	51
0	0
0	0
0	7
0	0
0	7
0	0
0	0
0	0
0	0
0	1
240	1987
0	182
1	46
59	161
3	84
0	1513
0	2
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
23	6143
7	31
0	30
0	22
0	0
255	0
160	0
0	0
33	13
0	4
5	2084
0	0
0	1728
0	1735
0	1692
408	1750
15	0
0	116
0	117
0	62
33	1
281	95
140	79
51	1108
0	68
0	67
0	68
4	13
0	13
14	6
0	0
0	0
0	13
0	2001
1	55
18	63
0	562
0	558
0	563
0	11
35	806
31	826
3	93
26	1
6	51
5	1
1	1
61	53
0	1
0	50
0	4
61	1996
15	12368
1878	11831
157	4530
0	7597
0	6143
0	93
0	1
9	1
0	3
22	0
0	0
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	1
20	25
32	15
4	41
0	43
0	18
0	9
0	5
0	11
5	11
12	8
1	7
6	12
0	12
0	2
37	873
3	840
0	69
51	83
0	5
0	5
0	0
0	68
84	26
0	295
0	0
7	389
15	25
0	69
0	366
0	2
0	1
0	0
0	0
0	1
0	3
0	2
0	3
0	0
0	0
0	492
1	240
68	0
15	28
0	28
0	67
0	4
11	0
28	380
19	13
3	87
5	0
32	18
522	509
0	509
0	115
0	14
5	0
3	0
0	0
0	37
0	35
19	21
0	0
0	17
0	21
44	0
0	10
0	39
352	46
0	0
0	0
0	0
0	0
0	0
0	0
1477	105
13	49
0	861
54	861
1021	3375
6	3180
0	3094
0	1932
0	872
1	865
1	1
675	1
1	105
84	89
27	25
1033	188
0	8
17	0
34	462
9	0
14	3
2	26
0	26
0	438
0	1208
5	1208
148	57
0	28
179	5540
315	0
482	142
4	143
12	8
0	68
11	44
8	2
0	18
0	39
0	1920
0	1787
2	6
0	5
16	7931
0	7914
0	4068
1	111
0	31
30	171
0	101
1	435
1	3248
0	2783
40	4
0	7921
1	512
0	309
0	224
0	49
0	101
261	1413
0	1370
172	225
125	268
3	85
0	58
0	32
0	155
0	154
0	30
4	506
0	506
0	55
14	0
4546	316
266	125
11	118
2	35
18	95
0	100
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	462
1	468
0	349
0	261
13	63
0	6
0	0
0	33
28	87
0	33
5	0
99	311
0	311
0	5
1	3
0	0
0	0
0	0
110	687
0	309
0	658
244	685
0	653
0	334
1	173
0	42
0	259
0	39
7	81
2	12
0	0
10	20
0	14
0	1
0	1
0	1
0	0
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	1
6	33
220	175
0	150
0	47
0	31
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
198	827
20	7
74	21
423	87
0	11
0	75
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
698	10
0	159
0	0
16	1
0	1
5	1
0	0
14	35
0	0
0	0
0	0
2	119
6	119
0	30
2	291
0	0
0	235
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	43
10	3026
0	3026
1	170
0	184
0	193
9	47
17	22
0	3026
44	3802
17	3512
1	27
280	1059
0	50
177	230
446	91
0	879
0	37
284	156
1	1
1	163
0	162
0	162
0	5
3	1
0	77
15	15
0	89
0	93
1	22
0	8
18	12
4	256
5	37
10614	1696
6	710
0	592
6	378
14	14
0	0
0	0
0	0
0	0
0	0
0	0
12	17
0	17
20	13
18	24
157	11
0	11
0	11
0	0
0	78
0	19
0	78
0	22
0	0
1	23
43	68
0	1
0	0
0	1
0	23
1	220
0	212
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	166
1	170
9	149
0	47
0	21
1	103
2	74
0	18
0	38
0	117
0	0
0	0
40	729
61	666
4	986
4	95
15	9
19	350
0	29
121	0
1	29
0	29
1	1
9	32
3	112
169	182
0	190
169	179
44	131
0	2
0	1
0	1
8	3134
10	3121
214	24
0	0
35	1324
1	1332
0	37
0	22
0	0
134	174
0	174
0	0
0	74
0	44
4	58
0	135
0	131
0	0
2	269
0	0
6	2
0	1
0	14
1	33
0	9
3198	1156
0	77
10	0
0	948
0	0
1	196
110	211
0	67
0	33
0	1
0	113
1	20
0	0
0	961
0	1117
1	1023
0	48
1	20
0	3
0	3
0	0
0	2
0	3
0	17
1	48
0	0
0	0
0	4
0	2
0	5
0	1
0	4
0	5
11	272
0	1612
96	1000
31	1809
105	1636
3	1086
0	131
0	136
0	0
0	0
0	0
0	0
0	0
0	0
0	0
43	4
0	5
0	0
0	329
0	321
0	330
12	37
0	2
0	2
0	0
1	6
0	62
0	51
0	40
0	39
0	9
0	4
0	0
0	0
0	0
5279	174
21	172
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
131	0
5	3
0	9
0	9
0	4
55	5
80	1922
62	1922
0	4
1	1
0	0
0	1
0	0
0	0
0	0
649	1813
2	395
13	204
1	168
20	328
0	1795
0	2
0	1
0	4
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	2
0	1
0	2
2	2
0	363
71	712
0	683
0	92
0	0
0	0
0	0
0	0
7	1
0	68
0	68
0	68
0	68
0	63
0	1
0	0
0	0
0	0
0	0
305	698
0	696
5	458
1795	459
0	0
0	20
0	20
0	20
0	20
0	11
0	0
2	0
26	0
0	0
0	2
0	0
0	2
0	1
1	153
1	3
0	135
78	20
1	16
26	1
1	5
0	0
0	0
1003	19
4	6
8	0
0	101
0	371
5	47
0	327
0	365
0	11
0	10
0	4
0	3
0	4
0	3
0	1
0	1
0	4
580	0
529	786
0	685
78	738
0	3
0	10
0	98
8	48
0	0
0	0
0	0
1069	5
0	5
0	32
0	32
0	32
0	0
0	0
0	32
0	4
476	372
1	372
0	4
0	0
0	0
0	0
883	201
7	157
0	0
0	0
203	180
0	76
0	19
0	1
0	5
1	41
2	41
0	37
0	2
0	4
38	37
13	37
208	0
0	9
8	4
76	391
2	391
0	0
0	0
2172	2668
5	2633
246	258
153	417
9	3
0	3
2	3
0	0
0	0
0	0
0	0
0	4
0	307
3	307
0	35
0	24
0	4
0	0
1	0
0	4
0	15
3	15
0	14
8	605
520	958
1	267
0	72
0	80
4	12
63	8
0	6
0	4
0	0
0	0
0	4
0	80
0	14
0	14
0	3
0	0
0	0
0	0
0	0
0	0
1	220
16	274
0	200
0	0
3	198
0	174
6	188
20	84
310	84
43	10
76	74
380	0
0	9
0	6
0	5
0	7
36	15
0	0
0	0
5	83
0	78
0	0
0	15
0	15
10	1
11	16
0	9
0	3
0	3
0	0
0	238
0	32
0	29
0	97
1	252
5	72
14	77
11	23
3	263
14	46
0	0
0	0
750	116
0	115
0	10
13	9
19	617
1583	782
0	141
0	16
23	137
26	175
0	0
0	0
0	0
0	3
0	3
0	0
1	0
0	0
0	0
0	249
40	254
0	12
0	1
861	14
30	13
43	402
1	219
49	386
0	398
8	19
0	0
0	0
1231	0
0	0
0	13
0	13
0	13
0	2
0	13
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	14
0	0
0	306
5	275
0	305
0	242
0	64
1	46
0	8
0	5
81	9
0	0
0	0
241	2044
0	1983
0	227
188	290
29	290
93	15
3	156
5	1712
12	1732
26	63
2	810
0	1725
1	896
0	320
0	7
0	7
0	7
0	0
0	0
0	0
0	0
1991	1126
0	238
0	113
27	248
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
107	40
8	41
2	22
0	0
0	0
0	0
0	0
0	0
0	17
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3542	1848
0	1495
2	291
238	6
269	548
32	689
0	175
43	20
2	160
50	147
0	0
0	1
0	1
0	1
0	1
164	628
40	614
0	572
0	107
0	42
205	48
0	6
0	0
29	756
1	162
115	2831
0	2907
3443	1
8	70
0	70
0	70
0	12
92	79
11	36
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	860
0	2108
3	1597
58	760
8	2112
0	2080
0	199
0	210
1	24
0	13
0	6
0	14
0	14
0	24
0	0
0	0
0	0
69	54
0	0
0	0
0	0
1	0
49	82
0	14
0	38
0	29
0	29
3	7
0	7
0	7
0	2
0	0
348	221
0	165
0	125
5	45
1	5
0	2
0	5
0	1
69	330
7	331
101	65
0	61
12	16
0	65
0	51
0	4
0	0
11	37
6	59
401	0
0	516
0	516
0	0
0	0
2	0
0	0
0	0
0	0
0	0
5	83
0	0
0	0
0	95
1	95
0	95
0	2
0	37
0	37
0	37
0	0
0	142
0	146
0	24
0	9
0	0
0	122
1638	812
0	16
2	87
4	27
16	57
2	56
106	0
11	0
9	0
16	0
0	0
18	170
0	129
0	168
0	99
1	37
0	7
1	18
1	26
146	22
70	654
104	6
0	12
0	0
0	0
0	0
0	0
0	184
2	180
1	151
14	153
0	169
18	176
0	101
88	115
0	26
0	101
0	248
0	243
6	0
88	146
43	37
32	146
0	165
0	283
0	11
18	27
1	6
0	280
0	0
0	0
0	0
0	0
137	6
0	2
7	2
0	110
0	44
6	137
0	118
9	24
0	6
0	0
125	114
0	139
9	230
0	205
0	20
0	24
16	399
0	181
140	1
0	214
0	46
2	170
0	194
0	336
139	3
0	2
0	2
0	2
1	1
0	1
117	8
4	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	85
291	159
0	44
0	45
0	23
0	13
0	2
296	1759
0	1654
0	1680
394	36
2	311
0	155
0	512
2	16
86	908
5	768
30	125
0	200
0	17
128	0
173	97
3	20
0	70
3	3
9	7
0	0
0	0
2598	61
0	60
8	43
155	42
0	0
0	0
0	0
0	0
0	0
0	0
0	120
598	257
0	18
34	0
0	3
0	3
1	3
0	3
0	0
45	1989
1446	4368
7	2069
1	129
10	211
3	565
27	121
0	0
431	455
5	329
3	191
2	131
0	0
0	0
0	0
0	0
0	0
5	4
0	4
0	0
0	0
0	0
0	0
338	906
3	132
1	774
0	0
0	243
0	243
0	0
20	0
1	94
0	0
78	335
0	0
269	90
0	0
129	14
0	1
1	3
0	0
0	37
0	31
1	37
0	37
0	36
0	0
0	541
0	541
0	0
9	77
0	68
4	20
1	95
0	53
1	81
1	94
0	76
0	18
2	38
0	0
13	27
0	3
1	12
0	7
0	23
0	16
0	16
0	22
0	0
0	0
294	120
0	116
0	8
0	0
3	4
0	0
0	0
114	83
0	68
119	14
4	12
3	5
0	0
0	66
0	0
3	0
0	66
0	3
0	0
0	3
0	159
0	401
2	36
42	80
0	222
0	148
0	428
0	458
107	215
13	209
0	50
0	53
6	204
0	204
10	3
313	0
34	57
0	0
0	34
0	34
0	5
0	0
0	0
0	34
0	842
0	842
0	0
0	4
0	1
0	19
0	18
0	0
0	1
0	0
0	1
0	0
0	18
0	0
0	0
0	0
0	0
4	1738
4	1952
1	686
0	1506
9	624
0	0
0	0
196	0
4	2674
0	27
10	2674
7	10
0	15
0	15
0	0
0	0
0	0
4	9
28	143
0	0
0	0
0	0
4	102
19	102
71	329
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	90
0	90
0	0
0	0
0	0
0	9
0	9
0	9
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	48
0	48
0	48
15	0
0	0
0	0
0	0
0	0
0	0
29	3996
30	3660
0	4134
3	1261
105	1662
0	85
0	0
0	85
0	3
0	3
0	3
10	2
0	0
0	2
1	2
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	330
0	330
0	0
0	0
